,req_t,depart_t,travel_t,arr_t,parking_t,lea_t,charge_label,char_t,req_interval,depart_interval,lea_interval,arr_interval,dest,waiting_time,time_label
1594,2022-02-17 15:43:47,2022-02-17 15:58:47,29,2022-02-17 16:27:47,92.15,2022-02-17 17:59:56,0,,67,68,76,70,1,9.95,1.0
1595,2022-02-17 15:44:17,2022-02-17 15:59:17,30,2022-02-17 16:29:17,40.03333333333333,2022-02-17 17:09:19,0,,67,68,73,70,3,9.45,0.0
1596,2022-02-17 15:44:23,2022-02-17 15:59:23,17,2022-02-17 16:16:23,27.95,2022-02-17 16:44:20,0,,67,68,71,69,3,9.35,0.0
1597,2022-02-17 15:44:49,2022-02-17 15:59:49,14,2022-02-17 16:13:49,293.2,2022-02-17 21:07:01,0,,67,68,88,69,1,8.916666666666666,2.0
1598,2022-02-17 15:45:38,2022-02-17 16:00:38,26,2022-02-17 16:26:38,142.21666666666667,2022-02-17 18:48:51,0,,67,68,79,70,1,8.1,1.0
1599,2022-02-17 15:45:48,2022-02-17 16:00:48,20,2022-02-17 16:20:48,34.083333333333336,2022-02-18 16:54:53,0,,67,68,168,69,3,7.933333333333334,0.0
1600,2022-02-17 15:46:31,2022-02-17 16:01:31,17,2022-02-17 16:18:31,9.366666666666667,2022-02-17 16:27:53,0,,67,68,70,69,2,7.216666666666667,0.0
1601,2022-02-17 15:46:48,2022-02-17 16:01:48,13,2022-02-17 16:14:48,153.85,2022-02-17 18:48:39,0,,67,68,79,69,1,6.933333333333334,1.0
1602,2022-02-17 15:47:18,2022-02-17 16:02:18,15,2022-02-17 16:17:18,123.36666666666666,2022-02-18 18:20:40,0,,67,68,173,69,2,6.433333333333334,1.0
1603,2022-02-17 15:47:25,2022-02-17 16:02:25,20,2022-02-17 16:22:25,11.766666666666667,2022-02-17 16:34:11,0,,67,68,70,69,1,6.316666666666666,0.0
1604,2022-02-17 15:47:26,2022-02-17 16:02:26,17,2022-02-17 16:19:26,149.06666666666666,2022-02-17 18:48:30,0,,67,68,79,69,3,6.3,1.0
1605,2022-02-17 15:47:44,2022-02-17 16:02:44,20,2022-02-17 16:22:44,70.41666666666667,2022-02-17 17:33:09,0,,67,68,74,69,3,6.0,1.0
1606,2022-02-17 15:47:47,2022-02-17 16:02:47,30,2022-02-17 16:32:47,5.483333333333333,2022-02-17 16:38:16,0,,67,68,70,70,1,5.95,0.0
1607,2022-02-17 15:47:53,2022-02-17 16:02:53,11,2022-02-17 16:13:53,1077.35,2022-02-18 10:11:14,0,,67,68,141,69,2,5.85,3.0
1608,2022-02-17 15:48:12,2022-02-17 16:03:12,20,2022-02-17 16:23:12,627.1833333333333,2022-02-18 02:50:23,0,,67,68,111,69,2,5.533333333333333,3.0
1609,2022-02-17 15:49:06,2022-02-17 16:04:06,13,2022-02-17 16:17:06,361.6,2022-02-17 22:18:42,0,,67,68,93,69,2,4.633333333333334,2.0
1610,2022-02-17 15:49:54,2022-02-17 16:04:54,30,2022-02-17 16:34:54,1315.95,2022-02-18 14:30:51,0,,67,68,158,70,3,3.8333333333333335,3.0
1611,2022-02-17 15:50:38,2022-02-17 16:05:38,14,2022-02-17 16:19:38,989.1333333333332,2022-02-18 08:48:46,0,,67,68,135,69,2,3.1,3.0
1612,2022-02-17 15:51:02,2022-02-17 16:06:02,15,2022-02-17 16:21:02,226.31666666666663,2022-02-17 20:07:21,0,,67,68,84,69,3,2.7,2.0
1613,2022-02-17 15:51:34,2022-02-17 16:06:34,15,2022-02-17 16:21:34,41.55,2022-02-17 17:03:07,0,,67,68,72,69,1,2.1666666666666665,0.0
1614,2022-02-17 15:53:06,2022-02-17 16:08:06,13,2022-02-17 16:21:06,1165.0,2022-02-18 11:46:06,0,,67,68,147,69,3,0.6333333333333333,3.0
1615,2022-02-17 15:53:15,2022-02-17 16:08:15,15,2022-02-17 16:23:15,317.6333333333333,2022-02-18 21:40:53,0,,67,68,187,69,1,0.4833333333333333,2.0
1616,2022-02-17 15:53:48,2022-02-17 16:08:48,22,2022-02-17 16:30:48,988.0,2022-02-18 08:58:48,0,,68,69,136,70,1,14.933333333333334,3.0
1617,2022-02-17 15:54:29,2022-02-17 16:09:29,12,2022-02-17 16:21:29,13.166666666666666,2022-02-17 16:34:39,0,,68,69,70,69,3,14.25,0.0
1618,2022-02-17 15:54:50,2022-02-17 16:09:50,7,2022-02-17 16:16:50,16.25,2022-02-18 16:33:05,0,,68,69,166,69,1,13.9,0.0
1619,2022-02-17 15:55:00,2022-02-17 16:10:00,18,2022-02-17 16:28:00,,2022-02-17 16:56:00,1,28.0,68,69,72,70,2,13.733333333333333,
1620,2022-02-17 15:56:00,2022-02-17 16:11:00,36,2022-02-17 16:47:00,,2022-02-17 17:29:00,1,42.0,68,69,74,71,3,12.733333333333333,
1621,2022-02-17 15:57:10,2022-02-17 16:12:10,26,2022-02-17 16:38:10,224.95,2022-02-17 20:23:07,0,,68,69,85,70,3,11.566666666666666,2.0
1622,2022-02-17 15:57:57,2022-02-17 16:12:57,11,2022-02-17 16:23:57,12.566666666666666,2022-02-17 16:36:31,0,,68,69,70,70,2,10.783333333333331,0.0
1623,2022-02-17 15:58:19,2022-02-17 16:13:19,6,2022-02-17 16:19:19,91.43333333333334,2022-02-17 17:50:45,0,,68,69,75,69,1,10.416666666666666,1.0
1624,2022-02-17 15:58:20,2022-02-17 16:13:20,26,2022-02-17 16:39:20,975.6,2022-02-18 08:54:56,0,,68,69,136,71,1,10.4,3.0
1625,2022-02-17 15:59:22,2022-02-17 16:14:22,20,2022-02-17 16:34:22,6.433333333333334,2022-02-17 16:40:48,0,,68,69,71,70,3,9.366666666666667,0.0
1626,2022-02-17 16:00:07,2022-02-17 16:15:07,17,2022-02-17 16:32:07,20.883333333333333,2022-02-17 16:53:00,0,,68,69,71,70,2,8.616666666666667,0.0
1627,2022-02-17 16:00:34,2022-02-17 16:15:34,25,2022-02-17 16:40:34,109.81666666666666,2022-02-17 18:30:23,0,,68,69,78,71,3,8.166666666666666,1.0
1628,2022-02-17 16:00:39,2022-02-17 16:15:39,30,2022-02-17 16:45:39,217.81666666666663,2022-02-18 20:23:28,0,,68,69,181,71,1,8.083333333333334,2.0
1629,2022-02-17 16:01:29,2022-02-17 16:16:29,20,2022-02-17 16:36:29,24.316666666666663,2022-02-17 17:00:48,0,,68,69,72,70,1,7.25,0.0
1630,2022-02-17 16:01:34,2022-02-17 16:16:34,11,2022-02-17 16:27:34,153.01666666666668,2022-02-17 19:00:35,0,,68,69,80,70,3,7.166666666666667,1.0
1631,2022-02-17 16:01:45,2022-02-17 16:16:45,38,2022-02-17 16:54:45,183.55,2022-02-17 19:58:18,0,,68,69,84,72,3,6.983333333333333,2.0
1632,2022-02-17 16:01:58,2022-02-17 16:16:58,17,2022-02-17 16:33:58,143.75,2022-02-18 18:57:43,0,,68,69,176,70,1,6.766666666666667,1.0
1633,2022-02-17 16:04:13,2022-02-17 16:19:13,28,2022-02-17 16:47:13,267.81666666666666,2022-02-17 21:15:02,0,,68,69,89,71,3,4.516666666666667,2.0
1634,2022-02-17 16:04:18,2022-02-17 16:19:18,16,2022-02-17 16:35:18,904.8333333333334,2022-02-18 07:40:08,0,,68,69,131,70,2,4.433333333333334,3.0
1635,2022-02-17 16:04:34,2022-02-17 16:19:34,42,2022-02-17 17:01:34,525.6,2022-02-18 01:47:10,0,,68,69,107,72,2,4.166666666666667,2.0
1636,2022-02-17 16:05:51,2022-02-17 16:20:51,30,2022-02-17 16:50:51,25.3,2022-02-17 17:16:09,0,,68,69,73,71,1,2.8833333333333333,0.0
1637,2022-02-17 16:05:52,2022-02-17 16:20:52,26,2022-02-17 16:46:52,1170.45,2022-02-18 12:17:19,0,,68,69,149,71,3,2.8666666666666667,3.0
1638,2022-02-17 16:06:44,2022-02-17 16:21:44,4,2022-02-17 16:25:44,110.83333333333331,2022-02-17 18:16:34,0,,68,69,77,70,1,2.0,1.0
1639,2022-02-17 16:07:31,2022-02-17 16:22:31,27,2022-02-17 16:49:31,130.68333333333334,2022-02-18 19:00:12,0,,68,69,176,71,1,1.2166666666666666,1.0
1640,2022-02-17 16:07:46,2022-02-17 16:22:46,19,2022-02-17 16:41:46,4.816666666666666,2022-02-17 16:46:35,0,,68,69,71,71,1,0.9666666666666668,0.0
1641,2022-02-17 16:07:57,2022-02-17 16:22:57,15,2022-02-17 16:37:57,19.8,2022-02-17 16:57:45,0,,68,69,72,70,1,0.7833333333333333,0.0
1642,2022-02-17 16:08:45,2022-02-17 16:23:45,19,2022-02-17 16:42:45,1294.5333333333333,2022-02-18 14:17:17,0,,69,70,157,71,3,14.983333333333333,3.0
1643,2022-02-17 16:08:49,2022-02-17 16:23:49,58,2022-02-17 17:21:49,170.76666666666668,2022-02-18 20:12:35,0,,69,70,181,73,3,14.916666666666666,1.0
1644,2022-02-17 16:09:09,2022-02-17 16:24:09,50,2022-02-17 17:14:09,346.95,2022-02-18 23:01:06,0,,69,70,192,73,2,14.583333333333334,2.0
1645,2022-02-17 16:09:19,2022-02-17 16:24:19,12,2022-02-17 16:36:19,1027.8,2022-02-18 09:44:07,0,,69,70,139,70,1,14.416666666666666,3.0
1646,2022-02-17 16:09:49,2022-02-17 16:24:49,11,2022-02-17 16:35:49,1386.7833333333333,2022-02-18 15:42:36,0,,69,70,163,70,1,13.916666666666666,3.0
1647,2022-02-17 16:10:13,2022-02-17 16:25:13,39,2022-02-17 17:04:13,1150.5833333333333,2022-02-18 12:14:48,0,,69,70,149,72,2,13.516666666666667,3.0
1648,2022-02-17 16:10:13,2022-02-17 16:25:13,11,2022-02-17 16:36:13,233.51666666666668,2022-02-17 20:29:44,0,,69,70,86,70,3,13.516666666666667,2.0
1649,2022-02-17 16:10:35,2022-02-17 16:25:35,51,2022-02-17 17:16:35,238.86666666666667,2022-02-17 21:15:27,0,,69,70,89,73,2,13.15,2.0
1650,2022-02-17 16:10:38,2022-02-17 16:25:38,28,2022-02-17 16:53:38,1384.4333333333334,2022-02-18 15:58:04,0,,69,70,164,71,3,13.1,3.0
1651,2022-02-17 16:11:24,2022-02-17 16:26:24,42,2022-02-17 17:08:24,8.633333333333333,2022-02-17 17:17:02,0,,69,70,73,72,1,12.333333333333334,0.0
1652,2022-02-17 16:12:23,2022-02-17 16:27:23,1,2022-02-17 16:28:23,295.9,2022-02-17 21:24:17,0,,69,70,90,70,3,11.35,2.0
1653,2022-02-17 16:12:38,2022-02-17 16:27:38,42,2022-02-17 17:09:38,1036.2,2022-02-18 10:25:50,0,,69,70,142,73,3,11.1,3.0
1654,2022-02-17 16:12:45,2022-02-17 16:27:45,18,2022-02-17 16:45:45,5.7,2022-02-17 16:51:27,0,,69,70,71,71,3,10.983333333333333,0.0
1655,2022-02-17 16:12:58,2022-02-17 16:27:58,31,2022-02-17 16:58:58,142.56666666666666,2022-02-18 19:21:32,0,,69,70,177,72,1,10.766666666666667,1.0
1656,2022-02-17 16:13:12,2022-02-17 16:28:12,19,2022-02-17 16:47:12,1432.0166666666669,2022-02-18 16:39:13,0,,69,70,167,71,1,10.533333333333331,3.0
1657,2022-02-17 16:14:14,2022-02-17 16:29:14,93,2022-02-17 18:02:14,6.116666666666666,2022-02-17 18:08:21,0,,69,70,76,76,3,9.5,0.0
1658,2022-02-17 16:14:41,2022-02-17 16:29:41,16,2022-02-17 16:45:41,10.816666666666666,2022-02-17 16:56:30,0,,69,70,72,71,2,9.05,0.0
1659,2022-02-17 16:15:18,2022-02-17 16:30:18,11,2022-02-17 16:41:18,1369.0833333333333,2022-02-18 15:30:23,0,,69,70,162,71,1,8.433333333333334,3.0
1660,2022-02-17 16:15:37,2022-02-17 16:30:37,17,2022-02-17 16:47:37,8.516666666666667,2022-02-17 16:56:08,0,,69,70,72,71,2,8.116666666666667,0.0
1661,2022-02-17 16:15:57,2022-02-17 16:30:57,10,2022-02-17 16:40:57,1345.5333333333333,2022-02-18 15:06:29,0,,69,70,160,71,1,7.783333333333333,3.0
1662,2022-02-17 16:17:43,2022-02-17 16:32:43,29,2022-02-17 17:01:43,544.6333333333333,2022-02-18 02:06:21,0,,69,70,108,72,2,6.016666666666667,2.0
1663,2022-02-17 16:18:24,2022-02-17 16:33:24,55,2022-02-17 17:28:24,1310.5333333333333,2022-02-18 15:18:56,0,,69,70,161,74,3,5.333333333333333,3.0
1664,2022-02-17 16:18:37,2022-02-17 16:33:37,58,2022-02-17 17:31:37,782.45,2022-02-18 06:34:04,0,,69,70,126,74,3,5.116666666666666,3.0
1665,2022-02-17 16:18:39,2022-02-17 16:33:39,20,2022-02-17 16:53:39,60.23333333333333,2022-02-17 17:53:53,0,,69,70,76,71,3,5.083333333333333,1.0
1666,2022-02-17 16:18:43,2022-02-17 16:33:43,15,2022-02-17 16:48:43,30.433333333333334,2022-02-17 17:19:09,0,,69,70,73,71,1,5.016666666666667,0.0
1667,2022-02-17 16:19:31,2022-02-17 16:34:31,26,2022-02-17 17:00:31,1271.9,2022-02-18 14:12:25,0,,69,70,157,72,1,4.216666666666667,3.0
1668,2022-02-17 16:20:14,2022-02-17 16:35:14,5,2022-02-17 16:40:14,26.55,2022-02-18 17:06:47,0,,69,70,168,71,2,3.5,0.0
1669,2022-02-17 16:20:23,2022-02-17 16:35:23,26,2022-02-17 17:01:23,241.85,2022-02-17 21:03:14,0,,69,70,88,72,3,3.35,2.0
1670,2022-02-17 16:20:32,2022-02-17 16:35:32,47,2022-02-17 17:22:32,141.45,2022-02-17 19:43:59,0,,69,70,83,73,1,3.2,1.0
1671,2022-02-17 16:21:00,2022-02-17 16:36:00,9,2022-02-17 16:45:00,31.7,2022-02-17 17:16:42,0,,69,70,73,71,2,2.7333333333333334,0.0
1672,2022-02-17 16:21:06,2022-02-17 16:36:06,12,2022-02-17 16:48:06,1359.75,2022-02-18 15:27:51,0,,69,70,162,71,3,2.6333333333333333,3.0
1673,2022-02-17 16:21:56,2022-02-17 16:36:56,29,2022-02-17 17:05:56,896.7166666666667,2022-02-18 08:02:39,0,,69,70,132,72,3,1.8,3.0
1674,2022-02-17 16:22:14,2022-02-17 16:37:14,42,2022-02-17 17:19:14,88.7,2022-02-17 18:47:56,0,,69,70,79,73,1,1.5,1.0
1675,2022-02-17 16:22:53,2022-02-17 16:37:53,7,2022-02-17 16:44:53,12.533333333333331,2022-02-18 16:57:25,0,,69,70,168,71,3,0.85,0.0
1676,2022-02-17 16:23:07,2022-02-17 16:38:07,0,2022-02-17 16:38:07,21.383333333333333,2022-02-17 16:59:30,0,,69,70,72,70,2,0.6166666666666667,0.0
1677,2022-02-17 16:23:21,2022-02-17 16:38:21,9,2022-02-17 16:47:21,324.26666666666665,2022-02-17 22:11:37,0,,69,70,93,71,1,0.3833333333333333,2.0
1678,2022-02-17 16:23:31,2022-02-17 16:38:31,42,2022-02-17 17:20:31,286.56666666666666,2022-02-17 22:07:05,0,,69,70,92,73,1,0.2166666666666666,2.0
1679,2022-02-17 16:23:38,2022-02-17 16:38:38,19,2022-02-17 16:57:38,957.15,2022-02-18 08:54:47,0,,69,70,136,72,2,0.1,3.0
1680,2022-02-17 16:24:00,2022-02-17 16:39:00,50,2022-02-17 17:29:00,7.65,2022-02-17 17:36:39,0,,70,71,74,74,3,14.733333333333333,0.0
1681,2022-02-17 16:24:05,2022-02-17 16:39:05,22,2022-02-17 17:01:05,248.51666666666668,2022-02-17 21:09:36,0,,70,71,89,72,1,14.65,2.0
1682,2022-02-17 16:25:11,2022-02-17 16:40:11,30,2022-02-17 17:10:11,316.8833333333333,2022-02-18 22:27:04,0,,70,71,190,73,3,13.55,2.0
1683,2022-02-17 16:26:43,2022-02-17 16:41:43,23,2022-02-17 17:04:43,132.05,2022-02-17 19:16:46,0,,70,71,81,72,2,12.016666666666667,1.0
1684,2022-02-17 16:27:13,2022-02-17 16:42:13,20,2022-02-17 17:02:13,941.0833333333334,2022-02-18 08:43:18,0,,70,71,135,72,1,11.516666666666667,3.0
1685,2022-02-17 16:27:41,2022-02-17 16:42:41,24,2022-02-17 17:06:41,12.7,2022-02-17 17:19:23,0,,70,71,73,72,1,11.05,0.0
1686,2022-02-17 16:28:07,2022-02-17 16:43:07,12,2022-02-17 16:55:07,1219.95,2022-02-18 13:15:04,0,,70,71,153,72,3,10.616666666666667,3.0
1687,2022-02-17 16:29:00,2022-02-17 16:44:00,23,2022-02-17 17:07:00,,2022-02-17 17:38:00,1,31.0,70,71,74,72,2,9.733333333333333,
1688,2022-02-17 16:30:05,2022-02-17 16:45:05,35,2022-02-17 17:20:05,1169.5833333333333,2022-02-18 12:49:40,0,,70,71,151,73,2,8.65,3.0
1689,2022-02-17 16:30:46,2022-02-17 16:45:46,36,2022-02-17 17:21:46,52.516666666666666,2022-02-18 18:14:17,0,,70,71,173,73,2,7.966666666666667,0.0
1690,2022-02-17 16:31:31,2022-02-17 16:46:31,43,2022-02-17 17:29:31,1199.2666666666669,2022-02-18 13:28:47,0,,70,71,154,74,3,7.216666666666667,3.0
1691,2022-02-17 16:31:39,2022-02-17 16:46:39,4,2022-02-17 16:50:39,867.9833333333333,2022-02-18 07:18:38,0,,70,71,129,71,3,7.083333333333333,3.0
1692,2022-02-17 16:33:46,2022-02-17 16:48:46,22,2022-02-17 17:10:46,978.35,2022-02-18 09:29:07,0,,70,71,138,73,2,4.966666666666667,3.0
1693,2022-02-17 16:34:07,2022-02-17 16:49:07,10,2022-02-17 16:59:07,6.983333333333333,2022-02-17 17:06:06,0,,70,71,72,72,3,4.616666666666666,0.0
1694,2022-02-17 16:34:09,2022-02-17 16:49:09,54,2022-02-17 17:43:09,20.766666666666666,2022-02-17 18:03:55,0,,70,71,76,75,2,4.583333333333333,0.0
1695,2022-02-17 16:34:28,2022-02-17 16:49:28,8,2022-02-17 16:57:28,47.333333333333336,2022-02-17 17:44:48,0,,70,71,75,72,1,4.266666666666667,0.0
1696,2022-02-17 16:34:51,2022-02-17 16:49:51,27,2022-02-17 17:16:51,59.68333333333333,2022-02-18 18:16:32,0,,70,71,173,73,1,3.883333333333333,0.0
1697,2022-02-17 16:36:56,2022-02-17 16:51:56,45,2022-02-17 17:36:56,693.25,2022-02-18 05:10:11,0,,70,71,121,74,2,1.8,3.0
1698,2022-02-17 16:37:48,2022-02-17 16:52:48,79,2022-02-17 18:11:48,84.93333333333334,2022-02-17 19:36:44,0,,70,71,82,77,3,0.9333333333333332,1.0
1699,2022-02-17 16:38:46,2022-02-17 16:53:46,63,2022-02-17 17:56:46,144.06666666666666,2022-02-17 20:20:50,0,,71,72,85,76,3,14.966666666666669,1.0
1700,2022-02-17 16:38:59,2022-02-17 16:53:59,14,2022-02-17 17:07:59,297.9166666666667,2022-02-17 22:05:54,0,,71,72,92,72,3,14.75,2.0
1701,2022-02-17 16:39:11,2022-02-17 16:54:11,35,2022-02-17 17:29:11,12.083333333333334,2022-02-17 17:41:16,0,,71,72,75,74,1,14.55,0.0
1702,2022-02-17 16:39:11,2022-02-17 16:54:11,34,2022-02-17 17:28:11,71.78333333333333,2022-02-18 18:39:58,0,,71,72,175,74,3,14.55,1.0
1703,2022-02-17 16:39:13,2022-02-17 16:54:13,24,2022-02-17 17:18:13,97.95,2022-02-17 18:56:10,0,,71,72,80,73,2,14.516666666666667,1.0
1704,2022-02-17 16:41:02,2022-02-17 16:56:02,25,2022-02-17 17:21:02,101.0,2022-02-18 19:02:02,0,,71,72,176,73,3,12.7,1.0
1705,2022-02-17 16:41:12,2022-02-17 16:56:12,24,2022-02-17 17:20:12,216.21666666666667,2022-02-17 20:56:25,0,,71,72,88,73,3,12.533333333333331,2.0
1706,2022-02-17 16:41:19,2022-02-17 16:56:19,35,2022-02-17 17:31:19,310.95,2022-02-18 22:42:16,0,,71,72,191,74,2,12.416666666666666,2.0
1707,2022-02-17 16:43:04,2022-02-17 16:58:04,8,2022-02-17 17:06:04,158.36666666666667,2022-02-17 19:44:26,0,,71,72,83,72,3,10.666666666666666,1.0
1708,2022-02-17 16:45:31,2022-02-17 17:00:31,22,2022-02-17 17:22:31,846.3333333333334,2022-02-18 07:28:51,0,,71,72,130,73,1,8.216666666666667,3.0
1709,2022-02-17 16:45:50,2022-02-17 17:00:50,30,2022-02-17 17:30:50,137.3,2022-02-17 19:48:08,0,,71,72,83,74,3,7.9,1.0
1710,2022-02-17 16:46:08,2022-02-17 17:01:08,22,2022-02-17 17:23:08,229.06666666666663,2022-02-17 21:12:12,0,,71,72,89,73,2,7.6,2.0
1711,2022-02-17 16:46:36,2022-02-17 17:01:36,3,2022-02-17 17:04:36,11.283333333333331,2022-02-17 17:15:53,0,,71,72,73,72,2,7.133333333333334,0.0
1712,2022-02-17 16:47:35,2022-02-17 17:02:35,25,2022-02-17 17:27:35,4.483333333333333,2022-02-17 17:32:04,0,,71,72,74,74,1,6.15,0.0
1713,2022-02-17 16:47:49,2022-02-17 17:02:49,57,2022-02-17 17:59:49,21.633333333333333,2022-02-18 18:21:27,0,,71,72,173,76,3,5.916666666666667,0.0
1714,2022-02-17 16:48:03,2022-02-17 17:03:03,47,2022-02-17 17:50:03,147.46666666666667,2022-02-17 20:17:31,0,,71,72,85,75,3,5.683333333333334,1.0
1715,2022-02-17 16:48:15,2022-02-17 17:03:15,37,2022-02-17 17:40:15,1117.4333333333334,2022-02-18 12:17:41,0,,71,72,149,75,3,5.483333333333333,3.0
1716,2022-02-17 16:48:31,2022-02-17 17:03:31,24,2022-02-17 17:27:31,14.3,2022-02-17 17:41:49,0,,71,72,75,74,2,5.216666666666667,0.0
1717,2022-02-17 16:49:13,2022-02-17 17:04:13,17,2022-02-17 17:21:13,44.13333333333333,2022-02-18 18:05:21,0,,71,72,172,73,2,4.516666666666667,0.0
1718,2022-02-17 16:50:10,2022-02-17 17:05:10,30,2022-02-17 17:35:10,1432.1,2022-02-18 17:27:16,0,,71,72,170,74,2,3.566666666666667,3.0
1719,2022-02-17 16:50:56,2022-02-17 17:05:56,80,2022-02-17 18:25:56,210.76666666666668,2022-02-17 21:56:42,0,,71,72,92,78,2,2.8,2.0
1720,2022-02-17 16:50:57,2022-02-17 17:05:57,19,2022-02-17 17:24:57,319.9,2022-02-17 22:44:51,0,,71,72,95,74,1,2.783333333333333,2.0
1721,2022-02-17 16:50:58,2022-02-17 17:05:58,17,2022-02-17 17:22:58,37.65,2022-02-17 18:00:37,0,,71,72,76,73,2,2.7666666666666666,0.0
1722,2022-02-17 16:52:13,2022-02-17 17:07:13,32,2022-02-17 17:39:13,148.86666666666667,2022-02-17 20:08:05,0,,71,72,84,75,1,1.5166666666666666,1.0
1723,2022-02-17 16:52:44,2022-02-17 17:07:44,6,2022-02-17 17:13:44,6.7,2022-02-17 17:20:26,0,,71,72,73,73,2,1.0,0.0
1724,2022-02-17 16:53:00,2022-02-17 17:08:00,23,2022-02-17 17:31:00,,2022-02-17 18:13:00,1,42.0,71,72,77,74,1,0.7333333333333333,
1725,2022-02-17 16:53:27,2022-02-17 17:08:27,37,2022-02-17 17:45:27,1357.1166666666666,2022-02-18 16:22:34,0,,71,72,165,75,1,0.2833333333333333,3.0
1726,2022-02-17 16:53:40,2022-02-17 17:08:40,76,2022-02-17 18:24:40,121.81666666666666,2022-02-17 20:26:29,0,,71,72,86,78,1,0.0666666666666666,1.0
1727,2022-02-17 16:53:40,2022-02-17 17:08:40,18,2022-02-17 17:26:40,170.83333333333334,2022-02-17 20:17:30,0,,71,72,85,74,2,0.0666666666666666,1.0
1728,2022-02-17 16:54:30,2022-02-17 17:09:30,13,2022-02-17 17:22:30,1010.1833333333332,2022-02-18 10:12:41,0,,72,73,141,73,3,14.233333333333333,3.0
1729,2022-02-17 16:55:01,2022-02-17 17:10:01,4,2022-02-17 17:14:01,4.7,2022-02-18 17:18:43,0,,72,73,169,73,1,13.716666666666669,0.0
1730,2022-02-17 16:55:12,2022-02-17 17:10:12,13,2022-02-17 17:23:12,9.466666666666669,2022-02-18 17:32:40,0,,72,73,170,73,1,13.533333333333331,0.0
1731,2022-02-17 16:55:48,2022-02-17 17:10:48,26,2022-02-17 17:36:48,62.63333333333333,2022-02-18 18:39:26,0,,72,73,175,74,2,12.933333333333334,1.0
1732,2022-02-17 16:57:12,2022-02-17 17:12:12,55,2022-02-17 18:07:12,1254.6166666666666,2022-02-18 15:01:49,0,,72,73,160,76,2,11.533333333333331,3.0
1733,2022-02-17 16:57:17,2022-02-17 17:12:17,29,2022-02-17 17:41:17,1214.95,2022-02-18 13:56:14,0,,72,73,156,75,3,11.45,3.0
1734,2022-02-17 16:57:37,2022-02-17 17:12:37,59,2022-02-17 18:11:37,887.65,2022-02-18 08:59:16,0,,72,73,136,77,2,11.116666666666667,3.0
1735,2022-02-17 16:57:54,2022-02-17 17:12:54,16,2022-02-17 17:28:54,41.55,2022-02-17 18:10:27,0,,72,73,77,74,2,10.833333333333334,0.0
1736,2022-02-17 16:58:09,2022-02-17 17:13:09,14,2022-02-17 17:27:09,24.6,2022-02-18 17:51:45,0,,72,73,171,74,1,10.583333333333334,0.0
1737,2022-02-17 16:58:28,2022-02-17 17:13:28,27,2022-02-17 17:40:28,182.31666666666663,2022-02-17 20:42:47,0,,72,73,87,75,2,10.266666666666667,2.0
1738,2022-02-17 16:58:39,2022-02-17 17:13:39,41,2022-02-17 17:54:39,1395.4666666666667,2022-02-18 17:10:07,0,,72,73,169,76,3,10.083333333333334,3.0
1739,2022-02-17 16:58:59,2022-02-17 17:13:59,1,2022-02-17 17:14:59,1358.1833333333334,2022-02-18 15:53:10,0,,72,73,163,73,3,9.75,3.0
1740,2022-02-17 16:59:32,2022-02-17 17:14:32,67,2022-02-17 18:21:32,19.3,2022-02-18 18:40:50,0,,72,73,175,77,3,9.2,0.0
1741,2022-02-17 17:00:00,2022-02-17 17:15:00,18,2022-02-17 17:33:00,,2022-02-17 18:06:00,1,33.0,72,73,76,74,3,8.733333333333333,
1742,2022-02-17 17:00:10,2022-02-17 17:15:10,1,2022-02-17 17:16:10,83.0,2022-02-18 18:39:10,0,,72,73,175,73,2,8.566666666666666,1.0
1743,2022-02-17 17:00:51,2022-02-17 17:15:51,46,2022-02-17 18:01:51,1416.3666666666666,2022-02-18 17:38:13,0,,72,73,170,76,2,7.883333333333334,3.0
1744,2022-02-17 17:01:22,2022-02-17 17:16:22,11,2022-02-17 17:27:22,65.06666666666666,2022-02-17 18:32:26,0,,72,73,78,74,1,7.366666666666666,1.0
1745,2022-02-17 17:01:33,2022-02-17 17:16:33,7,2022-02-17 17:23:33,11.616666666666667,2022-02-17 17:35:10,0,,72,73,74,73,1,7.183333333333334,0.0
1746,2022-02-17 17:02:00,2022-02-17 17:17:00,23,2022-02-17 17:40:00,,2022-02-17 18:13:00,1,33.0,72,73,77,75,3,6.733333333333333,
1747,2022-02-17 17:02:11,2022-02-17 17:17:11,10,2022-02-17 17:27:11,159.53333333333333,2022-02-17 20:06:43,0,,72,73,84,74,1,6.55,1.0
1748,2022-02-17 17:02:31,2022-02-17 17:17:31,30,2022-02-17 17:47:31,5.0,2022-02-17 17:52:31,0,,72,73,75,75,2,6.216666666666667,0.0
1749,2022-02-17 17:02:37,2022-02-17 17:17:37,27,2022-02-17 17:44:37,1215.1666666666667,2022-02-18 13:59:47,0,,72,73,156,75,3,6.116666666666666,3.0
1750,2022-02-17 17:02:57,2022-02-17 17:17:57,28,2022-02-17 17:45:57,851.2333333333333,2022-02-18 07:57:11,0,,72,73,132,75,2,5.783333333333333,3.0
1751,2022-02-17 17:03:14,2022-02-17 17:18:14,18,2022-02-17 17:36:14,828.7833333333333,2022-02-18 07:25:01,0,,72,73,130,74,3,5.5,3.0
1752,2022-02-17 17:03:52,2022-02-17 17:18:52,11,2022-02-17 17:29:52,1437.3166666666666,2022-02-18 17:27:11,0,,72,73,170,74,1,4.866666666666666,3.0
